Source,Target,Weight
@UbedaMichel,@APechtold,3
@UbedaMichel,@AcrisiuS322,1
@UbedaMichel,@D66,2
@UbedaMichel,@Gazendam_Petra,1
@UbedaMichel,@IrEnriqueCortes,1
@UbedaMichel,@JoostNiemoller,1
@UbedaMichel,@KajsaOllongren,1
@UbedaMichel,@MinPres,2
@UbedaMichel,@NEXITIUS,1
@UbedaMichel,@NOS,1
@UbedaMichel,@PerSlotVan,2
@UbedaMichel,@RuttenWillem,1
@UbedaMichel,@SLECHTVOLK,1
@UbedaMichel,@Stormtroepen,1
@UbedaMichel,@VVD,2
@UbedaMichel,@geertwilderspvv,2
@UbedaMichel,@klaasdijkhoff,1
@UbedaMichel,@ronald_brok,2
@UbedaMichel,@telegraaf,3
@UbedaMichel,@yvonne97489113,1
@PhotoIetje,@gem_westerveld,1
@PhotoIetje,@telegraaf,1
@RimhadJomtien,@100BNers,1
@RimhadJomtien,@4resist,1
@RimhadJomtien,@AEFIPbv,2
@RimhadJomtien,@ANanninga,9
@RimhadJomtien,@APechtold,103
@RimhadJomtien,@AWJAvanHattem,1
@RimhadJomtien,@Aambeienjam1,1
@RimhadJomtien,@AbelFris,1
@RimhadJomtien,@AdriaanBeenen,1
@RimhadJomtien,@Aethonaia,1
@RimhadJomtien,@AfshinEllian1,1
@RimhadJomtien,@AmyRoos3,1
@RimhadJomtien,@AndriesHeidema,1
@RimhadJomtien,@AnkJuf,1
@RimhadJomtien,@AnthonySc6,1
@RimhadJomtien,@AriePaap,1
@RimhadJomtien,@ArmeZeeuw,1
@RimhadJomtien,@Arnout_Maat,1
@RimhadJomtien,@AvSchoot,4
@RimhadJomtien,@AvigailAsuss,1
@RimhadJomtien,@BLIKOPENER333,7
@RimhadJomtien,@BartZijp,1
@RimhadJomtien,@BarthCarlo,1
@RimhadJomtien,@Bartissimus,1
@RimhadJomtien,@Bataaf1949,1
@RimhadJomtien,@Beerie18,1
@RimhadJomtien,@Belastingdienst,1
@RimhadJomtien,@Benavra,1
@RimhadJomtien,@BeterNRE,1
@RimhadJomtien,@Blankedixie,2
@RimhadJomtien,@BrazzaPietro,1
@RimhadJomtien,@Breinbrouwsels,9
@RimhadJomtien,@CGBattistini,1
@RimhadJomtien,@CallingVisser,4
@RimhadJomtien,@CarelBrendel,1
@RimhadJomtien,@CarlSchroder1,1
@RimhadJomtien,@CnnSpin,1
@RimhadJomtien,@D66,84
@RimhadJomtien,@D66Rijswijk,1
@RimhadJomtien,@D66Rotterdam,1
@RimhadJomtien,@DDStandaard,8
@RimhadJomtien,@DamndItsGood,3
@RimhadJomtien,@Daphne05977542,1
@RimhadJomtien,@David_Goudsmid,2
@RimhadJomtien,@DeSpeld,2
@RimhadJomtien,@DenkNL,1
@RimhadJomtien,@Derksen_Gelul,8
@RimhadJomtien,@DickKraaij,1
@RimhadJomtien,@Dick_Berts,1
@RimhadJomtien,@DiederikSmit,1
@RimhadJomtien,@Dirk_van_Dam,3
@RimhadJomtien,@Ditdenkik,1
@RimhadJomtien,@DolendeDichter,2
@RimhadJomtien,@DonBasco,1
@RimhadJomtien,@Doorbraakeu,1
@RimhadJomtien,@DrGerritJMulder,1
@RimhadJomtien,@DriesseWout,1
@RimhadJomtien,@EWdeVlieger,5
@RimhadJomtien,@EdRoodbeen,1
@RimhadJomtien,@Edzegthet,3
@RimhadJomtien,@EenVandaag,1
@RimhadJomtien,@EhrErwin,1
@RimhadJomtien,@Else4Weekblad,6
@RimhadJomtien,@EnriqCortes,3
@RimhadJomtien,@Esther_Voet,1
@RimhadJomtien,@EuWaanzin,1
@RimhadJomtien,@EvertGDavelaar,3
@RimhadJomtien,@Evita79497112,3
@RimhadJomtien,@FIOD,1
@RimhadJomtien,@FJBMGess,1
@RimhadJomtien,@FVD020,3
@RimhadJomtien,@FVDamsterdam,2
@RimhadJomtien,@FffMachiavelli,1
@RimhadJomtien,@FleurAgemaPVV,1
@RimhadJomtien,@Francolinie,4
@RimhadJomtien,@FritstenHove,2
@RimhadJomtien,@FvdMosselaar,1
@RimhadJomtien,@GVI2017,1
@RimhadJomtien,@Gaia_Universe,1
@RimhadJomtien,@Ganzedijker,1
@RimhadJomtien,@Gazendam_Petra,5
@RimhadJomtien,@Geepstar,1
@RimhadJomtien,@GeertJeelof,2
@RimhadJomtien,@GerBStruik,2
@RimhadJomtien,@GerritWesterho1,1
@RimhadJomtien,@Gerritsen_Dan,1
@RimhadJomtien,@GertonPolitiek,1
@RimhadJomtien,@GroenLinks020,4
@RimhadJomtien,@HR20185,1
@RimhadJomtien,@HWissen,1
@RimhadJomtien,@Hannesz1956,3
@RimhadJomtien,@HansAckerNY,1
@RimhadJomtien,@HansKyno,1
@RimhadJomtien,@Hans_Jansen,2
@RimhadJomtien,@HappyKaffer,1
@RimhadJomtien,@HarryPater62,7
@RimhadJomtien,@Heerbean,11
@RimhadJomtien,@HeinvanDale1,2
@RimhadJomtien,@Henbob64,1
@RimhadJomtien,@Het_OM,2
@RimhadJomtien,@HollandaTurkFed,1
@RimhadJomtien,@HumbertoTan,1
@RimhadJomtien,@HvHooft,1
@RimhadJomtien,@IBeugel,1
@RimhadJomtien,@ItsMeBobpa,2
@RimhadJomtien,@JKralendijk,1
@RimhadJomtien,@JaapJansen,1
@RimhadJomtien,@Jaaph,2
@RimhadJomtien,@JacFertuten,1
@RimhadJomtien,@JackMarsman,2
@RimhadJomtien,@JacquelineWxxx,1
@RimhadJomtien,@JerryAllon,1
@RimhadJomtien,@JinekLive,1
@RimhadJomtien,@Joe_Dalton_NL,1
@RimhadJomtien,@JohanvanKlavere,2
@RimhadJomtien,@JonkersNanno,1
@RimhadJomtien,@Jooltje1968,1
@RimhadJomtien,@JoopSoesan,2
@RimhadJomtien,@JoostNiemoller,4
@RimhadJomtien,@Jordy_Schaap,1
@RimhadJomtien,@JosSwartjes_SP,1
@RimhadJomtien,@JoukeBrander,1
@RimhadJomtien,@JufMalmberg,1
@RimhadJomtien,@JufSanne,1
@RimhadJomtien,@KGFerrier,1
@RimhadJomtien,@KajsaOllongren,4
@RimhadJomtien,@KapiteinHolland,1
@RimhadJomtien,@Karel79534498,6
@RimhadJomtien,@Kees_Stam,1
@RimhadJomtien,@KlodderPosters,3
@RimhadJomtien,@Ko15756477,1
@RimhadJomtien,@KopsPVV,1
@RimhadJomtien,@KuiperArnold,1
@RimhadJomtien,@Lagendijk161,1
@RimhadJomtien,@LavieJanRoos,1
@RimhadJomtien,@Leionys,6
@RimhadJomtien,@Leonvangalen99,1
@RimhadJomtien,@Lilylilajo,1
@RimhadJomtien,@Lion03739528,1
@RimhadJomtien,@Little_one_Ann,1
@RimhadJomtien,@LodewijkA,7
@RimhadJomtien,@LouiseRozema,1
@RimhadJomtien,@Maikel_PVV,1
@RimhadJomtien,@Malouiners,3
@RimhadJomtien,@MariannePoot,1
@RimhadJomtien,@MarjoleinMoor,1
@RimhadJomtien,@Mark_Goedhart,3
@RimhadJomtien,@MarkusOdijk,2
@RimhadJomtien,@MarsKraaij,1
@RimhadJomtien,@Marssieboy,2
@RimhadJomtien,@Martinbosma_pvv,1
@RimhadJomtien,@MathildevVliet,4
@RimhadJomtien,@Matthijs85,1
@RimhadJomtien,@MediaservicesEU,6
@RimhadJomtien,@Meeuwissen_PVV,1
@RimhadJomtien,@Michelwvandijk,1
@RimhadJomtien,@MinPres,6
@RimhadJomtien,@Mirjam152,5
@RimhadJomtien,@Moonja67,1
@RimhadJomtien,@MoosOliemans,1
@RimhadJomtien,@NAMbv,1
@RimhadJomtien,@NL__POLITIEK,8
@RimhadJomtien,@NOS,5
@RimhadJomtien,@NicoleTemmink,1
@RimhadJomtien,@Nieuwsuur,6
@RimhadJomtien,@NinaJuffermans,1
@RimhadJomtien,@Onno491963,1
@RimhadJomtien,@PCIMeijer,1
@RimhadJomtien,@PVV_Urk,1
@RimhadJomtien,@Paul_avh,1
@RimhadJomtien,@Paulslettenhaar,1
@RimhadJomtien,@PegidaNederland,1
@RimhadJomtien,@PerSlotVan,9
@RimhadJomtien,@Percolator_HNJ,21
@RimhadJomtien,@Politie,2
@RimhadJomtien,@Pritt,1
@RimhadJomtien,@PurmerendPVV,1
@RimhadJomtien,@PvdA,5
@RimhadJomtien,@RSMuseum,1
@RimhadJomtien,@RTLLateNight,1
@RimhadJomtien,@RTLnieuws,2
@RimhadJomtien,@RTVDrenthe,1
@RimhadJomtien,@RVeelo,2
@RimhadJomtien,@R_de_Collier,1
@RimhadJomtien,@RijnPatrick,1
@RimhadJomtien,@RimhadJomtien,1
@RimhadJomtien,@Rob_Roos,1
@RimhadJomtien,@Robwoltjer,1
@RimhadJomtien,@RoelTijmes,1
@RimhadJomtien,@RonEisenmann,1
@RimhadJomtien,@Ru260566,2
@RimhadJomtien,@RvDantzig,2
@RimhadJomtien,@RvRavenstijn,2
@RimhadJomtien,@SBergsma,1
@RimhadJomtien,@SLECHTVOLK,1
@RimhadJomtien,@SPnl,1
@RimhadJomtien,@SalimaBelhaj,1
@RimhadJomtien,@Saskia151075,1
@RimhadJomtien,@SchokkendGronin,1
@RimhadJomtien,@SeeSharp78,1
@RimhadJomtien,@SigridKaag,3
@RimhadJomtien,@Sijmon2,1
@RimhadJomtien,@Sill0501,1
@RimhadJomtien,@SnouckHurgronje,1
@RimhadJomtien,@Spetters599,1
@RimhadJomtien,@Stormtroepen,2
@RimhadJomtien,@SvensTweet,4
@RimhadJomtien,@TPOlitiek,1
@RimhadJomtien,@TPOnl,16
@RimhadJomtien,@TangheTeun,1
@RimhadJomtien,@TanyaHoogwerf,1
@RimhadJomtien,@TerlouwArie,1
@RimhadJomtien,@TheoRie10,1
@RimhadJomtien,@Tijg55,3
@RimhadJomtien,@Tikolores,1
@RimhadJomtien,@TomvanderLee,2
@RimhadJomtien,@TooOldForBS,1
@RimhadJomtien,@TopEpibrator,1
@RimhadJomtien,@Trump023,5
@RimhadJomtien,@TruthHitsEvery1,2
@RimhadJomtien,@VALENTINE_O_,3
@RimhadJomtien,@VHamelen,1
@RimhadJomtien,@VVD,22
@RimhadJomtien,@VVDAmsterdam,1
@RimhadJomtien,@VVDdiemen,1
@RimhadJomtien,@V_of_Europe,2
@RimhadJomtien,@Verbraak,1
@RimhadJomtien,@VieleersHans,1
@RimhadJomtien,@Virino3,1
@RimhadJomtien,@VogelvrijeHArts,3
@RimhadJomtien,@VrouwvdVrijheid,1
@RimhadJomtien,@WJvanDinter,1
@RimhadJomtien,@WNLOpZondag,5
@RimhadJomtien,@Wegaandiep,4
@RimhadJomtien,@WellesEgni,1
@RimhadJomtien,@YerRamautarsing,3
@RimhadJomtien,@Ysselar,1
@RimhadJomtien,@ZilteBotte,1
@RimhadJomtien,@Zoalsikben99,4
@RimhadJomtien,@abflipse,1
@RimhadJomtien,@adrianxleconte,1
@RimhadJomtien,@ahaz1969,1
@RimhadJomtien,@ajboekestijn,1
@RimhadJomtien,@alma_ata5,1
@RimhadJomtien,@anitahendriks68,1
@RimhadJomtien,@annefleurdd,1
@RimhadJomtien,@arnoyuma,1
@RimhadJomtien,@ben_ipu,1
@RimhadJomtien,@bentualdepineut,3
@RimhadJomtien,@beppiekraftfans,1
@RimhadJomtien,@bertvovc,4
@RimhadJomtien,@bosgh,1
@RimhadJomtien,@brand_passion,1
@RimhadJomtien,@brasilsamba,1
@RimhadJomtien,@buddendorf,2
@RimhadJomtien,@burgercomiteeu,1
@RimhadJomtien,@burgurcratie,1
@RimhadJomtien,@cdavandaag,4
@RimhadJomtien,@charsnuff,2
@RimhadJomtien,@chrisarfak,1
@RimhadJomtien,@christenunie,3
@RimhadJomtien,@cootte1962,1
@RimhadJomtien,@d66amsterdam,7
@RimhadJomtien,@ddeaconblues,11
@RimhadJomtien,@defret5,1
@RimhadJomtien,@dekoran1,3
@RimhadJomtien,@dh_wil,2
@RimhadJomtien,@djmoskou,2
@RimhadJomtien,@dr_janneke,3
@RimhadJomtien,@edbraam,1
@RimhadJomtien,@edkloosterhuis,1
@RimhadJomtien,@elsevier,2
@RimhadJomtien,@engelina2911,3
@RimhadJomtien,@erwinc35,1
@RimhadJomtien,@estherouwehand,1
@RimhadJomtien,@evelienvana,1
@RimhadJomtien,@ex_moslim,1
@RimhadJomtien,@foknieuws,1
@RimhadJomtien,@frankwijn1,1
@RimhadJomtien,@fraudehoortniet,1
@RimhadJomtien,@frgroenendijk,1
@RimhadJomtien,@fritswester,2
@RimhadJomtien,@fvdemocratie,18
@RimhadJomtien,@geenstijl,5
@RimhadJomtien,@geertgeel,1
@RimhadJomtien,@geertwilders,1
@RimhadJomtien,@geertwilderspvv,9
@RimhadJomtien,@gerwil2501,1
@RimhadJomtien,@gijsrademaker,1
@RimhadJomtien,@gjvu,2
@RimhadJomtien,@groenlinks,11
@RimhadJomtien,@haarlemmermeer,1
@RimhadJomtien,@hanspijnaker,1
@RimhadJomtien,@harmbeertema,2
@RimhadJomtien,@he_peter,1
@RimhadJomtien,@heijernd,1
@RimhadJomtien,@henkbres,2
@RimhadJomtien,@heuvel874,1
@RimhadJomtien,@hminkema,1
@RimhadJomtien,@huigen2,1
@RimhadJomtien,@hulswood,2
@RimhadJomtien,@ikkex12,1
@RimhadJomtien,@irEnriqueCortes,9
@RimhadJomtien,@j_i_1900,1
@RimhadJomtien,@jacques_010,1
@RimhadJomtien,@jangajentaan,3
@RimhadJomtien,@jeadvocaat,1
@RimhadJomtien,@jesseklaver,3
@RimhadJomtien,@jndkgrf,11
@RimhadJomtien,@juf_ank_klimop,1
@RimhadJomtien,@kees120954,1
@RimhadJomtien,@keesvdstaaij,1
@RimhadJomtien,@kuitenbrouwer,1
@RimhadJomtien,@kwybes,4
@RimhadJomtien,@leendertjonker,1
@RimhadJomtien,@lidwieneik_boom,7
@RimhadJomtien,@lilianhelderpvv,1
@RimhadJomtien,@links_huftertje,1
@RimhadJomtien,@m_noordhoek,2
@RimhadJomtien,@mandyfvd,7
@RimhadJomtien,@mariannethieme,1
@RimhadJomtien,@marizsmn,2
@RimhadJomtien,@markdehollander,4
@RimhadJomtien,@markrutte,5
@RimhadJomtien,@martijnheeroma,8
@RimhadJomtien,@martijntjuh92,1
@RimhadJomtien,@mening66,4
@RimhadJomtien,@mening_geven,1
@RimhadJomtien,@michkapteijns74,3
@RimhadJomtien,@mijzelf01,2
@RimhadJomtien,@modernezooi,3
@RimhadJomtien,@monique31963,2
@RimhadJomtien,@mug_willem,1
@RimhadJomtien,@muntverzamelaar,1
@RimhadJomtien,@nausicaamarbe,1
@RimhadJomtien,@neemjemoedur,3
@RimhadJomtien,@nlvaarder,1
@RimhadJomtien,@noknokitsme,8
@RimhadJomtien,@omroepbrabant,1
@RimhadJomtien,@orthopeer,1
@RimhadJomtien,@ovcned,4
@RimhadJomtien,@oxfamnovib,1
@RimhadJomtien,@parool,7
@RimhadJomtien,@paulvanbeers,3
@RimhadJomtien,@pauwnl,1
@RimhadJomtien,@pechtold,2
@RimhadJomtien,@peter_porto,1
@RimhadJomtien,@piep_kuiken,1
@RimhadJomtien,@pietploeg,1
@RimhadJomtien,@pvda_amsterdam,4
@RimhadJomtien,@rechterzijde,1
@RimhadJomtien,@rejialex7,2
@RimhadJomtien,@remstah,1
@RimhadJomtien,@ricknieman,1
@RimhadJomtien,@rinsjan,2
@RimhadJomtien,@rinushoogstad,1
@RimhadJomtien,@rkemp59,1
@RimhadJomtien,@ronald_brok,1
@RimhadJomtien,@ronblom4,1
@RimhadJomtien,@rotjeknor2018,1
@RimhadJomtien,@sandervanluit,1
@RimhadJomtien,@schorpioen24,1
@RimhadJomtien,@seotimes,1
@RimhadJomtien,@seven__,3
@RimhadJomtien,@simonekukenheim,2
@RimhadJomtien,@slaapnooit,1
@RimhadJomtien,@smeagol_neth,1
@RimhadJomtien,@sp,1
@RimhadJomtien,@spacema09104056,1
@RimhadJomtien,@stop,2
@RimhadJomtien,@stopnaiviteit,2
@RimhadJomtien,@sybrandbuma,1
@RimhadJomtien,@sypwynia,2
@RimhadJomtien,@tbeerda,1
@RimhadJomtien,@teapot_russells,1
@RimhadJomtien,@telegraaf,10
@RimhadJomtien,@theowar,1
@RimhadJomtien,@thierrybaudet,13
@RimhadJomtien,@thijssen_pieter,1
@RimhadJomtien,@tikkierechts,1
@RimhadJomtien,@tm_johannes,1
@RimhadJomtien,@tomcatsteve,1
@RimhadJomtien,@tonfvandijk,1
@RimhadJomtien,@trias_politica,3
@RimhadJomtien,@truthliketruth,1
@RimhadJomtien,@truusdemierr2,3
@RimhadJomtien,@tunahankuzu,1
@RimhadJomtien,@uri4u,2
@RimhadJomtien,@veranderwens,1
@RimhadJomtien,@vincent_vanveen,1
@RimhadJomtien,@volkskrant,1
@RimhadJomtien,@vpro,1
@RimhadJomtien,@vraagstaart,3
@RimhadJomtien,@vvdzuid,1
@RimhadJomtien,@watishettoch,2
@RimhadJomtien,@widtvoet,2
@RimhadJomtien,@wierdduk,1
@RimhadJomtien,@wil78910,3
@RimhadJomtien,@wiltingklaas,1
@RimhadJomtien,@wimbongers,1
@RimhadJomtien,@wordpressdotcom,2
@RimhadJomtien,@woudstra14,1
@RimhadJomtien,@zwartehoop,2
@RimhadJomtien,@zwiserlever,1
@TwitoryX,@ANanninga,1
@TwitoryX,@APechtold,9
@TwitoryX,@Benavra,1
@TwitoryX,@BertoJongman100,1
@TwitoryX,@D66,3
@TwitoryX,@DDStandaard,1
@TwitoryX,@EWdeVlieger,1
@TwitoryX,@Eerdmans,1
@TwitoryX,@FvdMosselaar,1
@TwitoryX,@HaraldDoornbos,1
@TwitoryX,@HarryPater62,2
@TwitoryX,@JKralendijk,2
@TwitoryX,@JOLANDAGAAL,1
@TwitoryX,@Jaspolitiek,1
@TwitoryX,@JoostNiemoller,1
@TwitoryX,@Leonvangalen99,1
@TwitoryX,@Mirjam152,1
@TwitoryX,@Percolator_HNJ,4
@TwitoryX,@PvdA,2
@TwitoryX,@PvdAAlkmaar,1
@TwitoryX,@RTLnieuws,1
@TwitoryX,@RealShowstopper,1
@TwitoryX,@RvDantzig,1
@TwitoryX,@SamvanRooy1,1
@TwitoryX,@SvensTweet,2
@TwitoryX,@TPOnl,1
@TwitoryX,@TomvanderLee,1
@TwitoryX,@ZilteBotte,1
@TwitoryX,@afca1900michel,1
@TwitoryX,@arnoyuma,1
@TwitoryX,@bentualdepineut,1
@TwitoryX,@chrisarfak,1
@TwitoryX,@ddeaconblues,1
@TwitoryX,@dijkhoff,1
@TwitoryX,@dutchcatfriend,1
@TwitoryX,@fvdemocratie,1
@TwitoryX,@groenlinks,2
@TwitoryX,@jesseklaver,1
@TwitoryX,@parool,1
@TwitoryX,@sandervanluit,1
@TwitoryX,@the_pronouncer,1
@TwitoryX,@thierrybaudet,7
@TwitoryX,@trias_politica,1
@TwitoryX,@tunahankuzu,1
@TwitoryX,@wierdduk,2
@jac57ques,@Derksen_Gelul,2
@jac57ques,@Elisa59,1
@jac57ques,@FleurAgemaPVV,1
@jac57ques,@KopsPVV,1
@jac57ques,@Susan_teunissen,1
@jac57ques,@fvdemocratie,1
@Rabellamaria,@APechtold,2
@Rabellamaria,@D66,3
@Rabellamaria,@FVDamsterdam,1
@Rabellamaria,@GerBStruik,1
@Rabellamaria,@JerryAllon,1
@Rabellamaria,@JoostNiemoller,1
@Rabellamaria,@LeefbaarRdam,1
@Rabellamaria,@PvdA,1
@Rabellamaria,@Rob_Roos,3
@Rabellamaria,@SPnl,1
@Rabellamaria,@baspaternotte,1
@Rabellamaria,@cdeveth,1
@Rabellamaria,@charsnuff,1
@Rabellamaria,@fvdemocratie,1
@Rabellamaria,@groenlinks,1
@Rabellamaria,@thierrybaudet,2
@Rabellamaria,@trias_politica,1
@Rabellamaria,@umarebru,2
@hutspothachee,@4resist,1
@hutspothachee,@ADPolitiek,1
@hutspothachee,@APechtold,25
@hutspothachee,@BarthCarlo,2
@hutspothachee,@Beerie18,2
@hutspothachee,@Blankedixie,1
@hutspothachee,@BribW,1
@hutspothachee,@Catoo269,1
@hutspothachee,@D66,13
@hutspothachee,@D66Brabant,2
@hutspothachee,@D66Utrecht,2
@hutspothachee,@D66_Europa,2
@hutspothachee,@D66denhelder,1
@hutspothachee,@DenHelderPVV,1
@hutspothachee,@DutchDL,1
@hutspothachee,@EuWaanzin,1
@hutspothachee,@EvertGDavelaar,1
@hutspothachee,@Evita79497112,7
@hutspothachee,@FffMachiavelli,1
@hutspothachee,@GeertWiIdersPVW,1
@hutspothachee,@GeertenWaling,1
@hutspothachee,@Gerritsen_Dan,2
@hutspothachee,@Giggles16378041,1
@hutspothachee,@GraafdeMachiel,2
@hutspothachee,@Gregiorius,1
@hutspothachee,@Hannesz1956,4
@hutspothachee,@HarryPater62,1
@hutspothachee,@Heerbean,8
@hutspothachee,@HeinvanDale1,1
@hutspothachee,@IrEnriqueCortes,1
@hutspothachee,@Jaaph,1
@hutspothachee,@JoostNiemoller,1
@hutspothachee,@KabinetPVVFvD,2
@hutspothachee,@KajsaOllongren,1
@hutspothachee,@KapiteinHolland,1
@hutspothachee,@KopsPVV,1
@hutspothachee,@LavieJanRoos,1
@hutspothachee,@Leonvangalen99,1
@hutspothachee,@LodewijkA,1
@hutspothachee,@Maikel_PVV,2
@hutspothachee,@Martinbosma_pvv,1
@hutspothachee,@Meeuwissen_PVV,1
@hutspothachee,@Mooi1957,2
@hutspothachee,@NL__POLITIEK,1
@hutspothachee,@NOS,1
@hutspothachee,@PCIMeijer,1
@hutspothachee,@PVVDenHaag,1
@hutspothachee,@PVVDordt,1
@hutspothachee,@PVerkaik1,1
@hutspothachee,@PerSlotVan,4
@hutspothachee,@Percolator_HNJ,3
@hutspothachee,@Powerboxie1,1
@hutspothachee,@PurmerendPVV,1
@hutspothachee,@PvdA,1
@hutspothachee,@RMBras1973,2
@hutspothachee,@RidderDionGraus,2
@hutspothachee,@Ru260566,2
@hutspothachee,@SINederland,1
@hutspothachee,@SLECHTVOLK,3
@hutspothachee,@SamvanRooy1,1
@hutspothachee,@Speggel,1
@hutspothachee,@TPOnl,3
@hutspothachee,@Tijg55,1
@hutspothachee,@TomvanderLee,1
@hutspothachee,@Trump023,2
@hutspothachee,@TruthHitsEvery1,1
@hutspothachee,@UbedaMichel,1
@hutspothachee,@VVD,6
@hutspothachee,@V_of_Europe,1
@hutspothachee,@WNLOpZondag,3
@hutspothachee,@WiIIemAlexander,1
@hutspothachee,@ZilteBotte,1
@hutspothachee,@_Q_B_e_r_t_,1
@hutspothachee,@arnoldkarskens,1
@hutspothachee,@bertvovc,4
@hutspothachee,@brasilsamba,1
@hutspothachee,@charsnuff,2
@hutspothachee,@cootte1962,2
@hutspothachee,@d66amsterdam,2
@hutspothachee,@daapdewaarheid,4
@hutspothachee,@ddeaconblues,1
@hutspothachee,@dunraf,1
@hutspothachee,@erzijngrenzen,2
@hutspothachee,@exxtravaganzzza,1
@hutspothachee,@fvdemocratie,4
@hutspothachee,@geertwilderspvv,5
@hutspothachee,@gijs19054075,1
@hutspothachee,@gjknoops,1
@hutspothachee,@groenlinks,2
@hutspothachee,@harmbeertema,1
@hutspothachee,@henkbres,1
@hutspothachee,@hutspothachee,3
@hutspothachee,@jndkgrf,2
@hutspothachee,@lilianhelderpvv,1
@hutspothachee,@markdehollander,2
@hutspothachee,@martijnheeroma,2
@hutspothachee,@mirjammeij,1
@hutspothachee,@ovcned,17
@hutspothachee,@podevyns,1
@hutspothachee,@r_deroonpvv,1
@hutspothachee,@refdag,1
@hutspothachee,@ricknieman,1
@hutspothachee,@robjansen_pvv,3
@hutspothachee,@thethruthhurts1,1
@hutspothachee,@thierrybaudet,1
@hutspothachee,@tomvanteinde,1
@hutspothachee,@tonfvandijk,1
@hutspothachee,@verzetsbeweging,1
@hutspothachee,@wierdduk,1
@hutspothachee,@wordpressdotcom,1
@BuggerWorld,@APechtold,3
@BuggerWorld,@AvSchoot,1
@BuggerWorld,@DavidManstra,1
@BuggerWorld,@JoostNiemoller,1
@BuggerWorld,@Karel79534498,1
@BuggerWorld,@SamvanRooy1,1
@BuggerWorld,@SvensTweet,1
@BuggerWorld,@VALENTINE_O_,1
@BuggerWorld,@_Q_B_e_r_t_,1
@BuggerWorld,@martijnheeroma,1
@Henriette_az,@ANanninga,1
@Henriette_az,@APechtold,6
@Henriette_az,@Bjheijne,1
@Henriette_az,@Charlot2409,2
@Henriette_az,@D66,12
@Henriette_az,@DeHazeWinkelman,1
@Henriette_az,@EenVandaag,1
@Henriette_az,@ElGriego79,1
@Henriette_az,@Esther_Voet,1
@Henriette_az,@EwoutKlei,1
@Henriette_az,@FDemocratie,6
@Henriette_az,@FVDamsterdam,2
@Henriette_az,@HannaLuden,1
@Henriette_az,@Hans_P303,1
@Henriette_az,@HenkToor,3
@Henriette_az,@Het_OM,1
@Henriette_az,@JH020A,1
@Henriette_az,@JaapJansen,1
@Henriette_az,@JanWillemSchut3,1
@Henriette_az,@JilZwarts,1
@Henriette_az,@Joske146,1
@Henriette_az,@Krapuul,1
@Henriette_az,@LepmutsB,1
@Henriette_az,@LodewijkA,4
@Henriette_az,@MarijnissenL,1
@Henriette_az,@MvandeDonk,1
@Henriette_az,@NOS,2
@Henriette_az,@NPONieuws,2
@Henriette_az,@PvdA,1
@Henriette_az,@Rkra82,1
@Henriette_az,@RobJetten,1
@Henriette_az,@Rob_Roos,1
@Henriette_az,@SP_Amsterdam,1
@Henriette_az,@SaidKasmiD66,3
@Henriette_az,@Twitter,1
@Henriette_az,@VVD,3
@Henriette_az,@VVDAmsterdam,1
@Henriette_az,@Veldhorst__W,1
@Henriette_az,@WNLOpZondag,1
@Henriette_az,@WielvanderGulp,1
@Henriette_az,@bpschut,1
@Henriette_az,@cdavandaag,3
@Henriette_az,@chrisklomp,1
@Henriette_az,@d66amsterdam,1
@Henriette_az,@daapdewaarheid,1
@Henriette_az,@dare_veritas,1
@Henriette_az,@eliasNL,1
@Henriette_az,@geertwilderspvv,2
@Henriette_az,@gijsrademaker,1
@Henriette_az,@groenlinks,1
@Henriette_az,@ik_thuis,1
@Henriette_az,@jpaternotte,2
@Henriette_az,@karolien_osten,1
@Henriette_az,@leondewinter,1
@Henriette_az,@lilianhelderpvv,1
@Henriette_az,@matxil,1
@Henriette_az,@mediajournaal,1
@Henriette_az,@nausicaamarbe,1
@Henriette_az,@neemjemoedur,1
@Henriette_az,@paul_wilders,3
@Henriette_az,@pvsli,1
@Henriette_az,@renaissancetwyp,1
@Henriette_az,@rredouan106,1
@Henriette_az,@svanweyenberg,1
@Henriette_az,@swsjoerdsma,1
@Henriette_az,@telegraaf,2
@Henriette_az,@thierrybaudet,6
@Henriette_az,@tomjanmeeus,1
@Henriette_az,@whitePrideNL,2
@Henriette_az,@wierdduk,2
@Henriette_az,@willemwansink,2
@CDAValkenswaard,@cdavandaag,3
@CDAValkenswaard,@sybrandbuma,1
@CharlesHerpen,@BramFietst,1
@CharlesHerpen,@CDAoss,1
@CharlesHerpen,@Derksen_Gelul,1
@CharlesHerpen,@Ester_Bos,1
@CharlesHerpen,@GGwpwagemakers,3
@CharlesHerpen,@GebertGroenlink,1
@CharlesHerpen,@HarrietTiemens,1
@CharlesHerpen,@HuubBellemakers,1
@CharlesHerpen,@Jade_vd_Linden,1
@CharlesHerpen,@LaDoubleMers,1
@CharlesHerpen,@MinPres,1
@CharlesHerpen,@NazimaGL024,1
@CharlesHerpen,@Oostvaarder1,1
@CharlesHerpen,@RenePetersOss,1
@CharlesHerpen,@RogerVleugels,2
@CharlesHerpen,@SPnl,1
@CharlesHerpen,@Stadsschouwburg,1
@CharlesHerpen,@TrouwGroen,1
@CharlesHerpen,@VVDHeerlen,1
@CharlesHerpen,@WarrisGL,3
@CharlesHerpen,@WillekeVDG,1
@CharlesHerpen,@cdavandaag,1
