Source,Target,Type,Id,Label,timeset,Weight
@svanweyenberg,@RenePetersOss,Directed,2085,,,1
@svanweyenberg,@RenskeLeijten,Directed,2086,,,1
@svanweyenberg,@RobJetten,Directed,2087,,,4
@svanweyenberg,@bartvankent,Directed,2088,,,1
@svanweyenberg,@danielkoerhuis,Directed,2089,,,3
@svanweyenberg,@dijkvangijs,Directed,2090,,,1
@svanweyenberg,@eppobruins,Directed,2091,,,1
@svanweyenberg,@jpaternotte,Directed,2092,,,1
@svanweyenberg,@piadijkstra,Directed,2093,,,1
@svanweyenberg,@swsjoerdsma,Directed,2094,,,1
@swsjoerdsma,@APechtold,Directed,2095,,,7
@swsjoerdsma,@GroothuizenD66,Directed,2096,,,4
@swsjoerdsma,@HanTenBroeke,Directed,2097,,,1
@swsjoerdsma,@JoelVoordewind,Directed,2098,,,1
@swsjoerdsma,@KeesVee,Directed,2099,,,1
@swsjoerdsma,@Paul_van_Meenen,Directed,2100,,,3
@swsjoerdsma,@PieterOmtzigt,Directed,2101,,,1
@swsjoerdsma,@RobJetten,Directed,2102,,,1
@swsjoerdsma,@SadetKarabulut,Directed,2103,,,1
@swsjoerdsma,@SalimaBelhaj,Directed,2104,,,2
@swsjoerdsma,@Vera_Bergkamp,Directed,2105,,,4
@swsjoerdsma,@geertwilderspvv,Directed,2106,,,1
@swsjoerdsma,@jpaternotte,Directed,2107,,,3
@swsjoerdsma,@kirstenvdhul,Directed,2108,,,1
@swsjoerdsma,@swsjoerdsma,Directed,2109,,,4
@swsjoerdsma,@thierrybaudet,Directed,2110,,,1
@sybrandbuma,@APechtold,Directed,2111,,,1
@sybrandbuma,@EvertJanSlootwe,Directed,2112,,,1
@sybrandbuma,@JacoGeurts,Directed,2113,,,1
@sybrandbuma,@MustafaAmhaouch,Directed,2114,,,1
@sybrandbuma,@MvanToorenburg,Directed,2115,,,1
@sybrandbuma,@PieterOmtzigt,Directed,2116,,,1
@sybrandbuma,@gertjansegers,Directed,2117,,,1
@sybrandbuma,@harryvdmolen,Directed,2118,,,2
@sybrandbuma,@jesseklaver,Directed,2119,,,1
@sybrandbuma,@khadijaArib,Directed,2120,,,1
@sybrandbuma,@sybrandbuma,Directed,2121,,,32
@thierrybaudet,@DilanYesilgoz,Directed,2122,,,1
@thierrybaudet,@LodewijkA,Directed,2123,,,1
@thierrybaudet,@THiddema,Directed,2124,,,10
@thierrybaudet,@khadijaArib,Directed,2125,,,3
@thierrybaudet,@thierrybaudet,Directed,2126,,,31
@tunahankuzu,@APechtold,Directed,2127,,,2
@tunahankuzu,@F_azarkan,Directed,2128,,,26
@tunahankuzu,@HanTenBroeke,Directed,2129,,,2
@tunahankuzu,@KeesVee,Directed,2130,,,1
@tunahankuzu,@SadetKarabulut,Directed,2131,,,2
@tunahankuzu,@ZihniOzdil,Directed,2132,,,1
@tunahankuzu,@danielkoerhuis,Directed,2133,,,1
@tunahankuzu,@dijkhoff,Directed,2134,,,1
@tunahankuzu,@geertwilderspvv,Directed,2135,,,1
@tunahankuzu,@gertjansegers,Directed,2136,,,4
@tunahankuzu,@piadijkstra,Directed,2137,,,1
@tunahankuzu,@thierrybaudet,Directed,2138,,,1
@tunahankuzu,@tunahankuzu,Directed,2139,,,24
@wimjanrenkema,@LauraBromet,Directed,2140,,,1
@wimjanrenkema,@Lisawesterveld,Directed,2141,,,2
@wimjanrenkema,@TomvanderLee,Directed,2142,,,1
@wimjanrenkema,@bartsnels,Directed,2143,,,1
@wimjanrenkema,@geertwilderspvv,Directed,2144,,,1
@wimjanrenkema,@gertjansegers,Directed,2145,,,1
@wimjanrenkema,@jesseklaver,Directed,2146,,,4
@wimjanrenkema,@michelrog,Directed,2147,,,2
@wimjanrenkema,@suzanne_GL,Directed,2148,,,1
@wmoorlag,@KopsPVV,Directed,2149,,,1
@wmoorlag,@LeonieSazias,Directed,2150,,,1
@wmoorlag,@LodewijkA,Directed,2151,,,3
@wmoorlag,@RidderDionGraus,Directed,2152,,,1
@wmoorlag,@TjeerdD66,Directed,2153,,,1
@wmoorlag,@henknijboer,Directed,2154,,,3
@wmoorlag,@kirstenvdhul,Directed,2155,,,1
@wmoorlag,@thierrybaudet,Directed,2156,,,2
@wmoorlag,@wmoorlag,Directed,2157,,,11
@wybrenvanhaga,@Antoinettelaan,Directed,2158,,,1
@wybrenvanhaga,@ArneWeverling,Directed,2159,,,2
@wybrenvanhaga,@AvandenBoschVVD,Directed,2160,,,1
@wybrenvanhaga,@DennisWiersma,Directed,2161,,,2
@wybrenvanhaga,@DilanYesilgoz,Directed,2162,,,3
@wybrenvanhaga,@PieterOmtzigt,Directed,2163,,,1
@wybrenvanhaga,@StienekevdGraaf,Directed,2164,,,7
@wybrenvanhaga,@SvenKoopmansVVD,Directed,2165,,,4
@wybrenvanhaga,@Worsdorfer,Directed,2166,,,1
@wybrenvanhaga,@a_mulder,Directed,2167,,,1
@wybrenvanhaga,@andrebosman,Directed,2168,,,1
@wybrenvanhaga,@bentebecker,Directed,2169,,,8
@wybrenvanhaga,@danielkoerhuis,Directed,2170,,,6
@wybrenvanhaga,@dijkhoff,Directed,2171,,,1
@wybrenvanhaga,@harryvdmolen,Directed,2172,,,7
